dvcat,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,caseid
10-24,19.37099999981,alive,none,none,0,m,20,2002,1992.0,unavail,driver,0,42:118:1
40-54,66.2919999994338,alive,none,belted,1,m,16,1998,1984.0,unavail,driver,0,8:198:2
25-39,1411.875,alive,none,belted,1,f,46,1997,1992.0,unavail,driver,0,48:44:2
10-24,107.761999999173,alive,none,belted,1,f,71,1999,1991.0,unavail,driver,0,75:116:1
25-39,41.4399999999441,alive,airbag,belted,1,m,22,1997,1994.0,deploy,driver,1,43:196:1
25-39,200.63599999994,alive,airbag,belted,1,m,42,1998,1995.0,deploy,driver,1,72:62:1
10-24,57.730999999679604,alive,airbag,none,1,f,20,1999,1996.0,nodeploy,driver,0,78:90:2
10-24,913.87199999392,alive,none,belted,1,m,37,1999,1994.0,unavail,driver,0,48:198:1
25-39,224.242999998853,alive,none,none,0,f,33,2000,1991.0,unavail,driver,0,13:162:1
40-54,192.210999999195,alive,airbag,none,1,f,24,1999,1995.0,deploy,driver,1,5:110:1
25-39,35.139999999664695,alive,none,none,0,m,21,1997,1988.0,unavail,pass,0,9:127:2
55+,49.0969999996014,dead,airbag,belted,0,f,66,2001,1993.0,nodeploy,driver,0,43:114:1
25-39,34.7719999998808,alive,airbag,belted,1,m,28,1998,1994.0,deploy,driver,1,81:98:2
10-24,284.388999998569,alive,airbag,belted,1,f,79,2002,2000.0,deploy,pass,1,12:133:1
40-54,42.4499999997206,alive,none,none,1,m,45,2002,1986.0,unavail,pass,0,75:110:1
55+,3.85599999999977,alive,airbag,belted,1,f,31,1998,1992.0,deploy,driver,1,79:35:1
25-39,49.7679999996908,alive,airbag,belted,0,f,22,1998,1998.0,deploy,driver,1,43:286:1
10-24,741.234999999404,alive,airbag,none,0,f,65,1997,1993.0,deploy,driver,1,48:78:1
10-24,117.632999999449,alive,airbag,belted,1,f,17,2001,1996.0,deploy,driver,1,43:171:2
40-54,54.30299999983979,alive,airbag,none,1,m,18,2001,1997.0,deploy,driver,1,45:209:2
10-24,491.055999998003,alive,airbag,belted,0,m,37,2001,2002.0,nodeploy,driver,0,48:136:2
10-24,4.705999999947379,alive,none,belted,1,m,18,1999,1991.0,unavail,driver,0,82:18:1
55+,24.9549999998417,alive,airbag,belted,1,m,53,2001,1997.0,deploy,driver,1,12:186:2
10-24,207.689999999478,alive,airbag,belted,1,m,31,2002,1999.0,deploy,driver,1,12:62:1
25-39,1314.0959999859301,alive,none,none,1,m,51,2000,1992.0,unavail,driver,0,45:133:1
25-39,18.1709999998566,alive,airbag,belted,0,f,21,1997,1997.0,nodeploy,pass,0,9:93:1
10-24,253.5,alive,none,belted,1,m,29,1999,1989.0,unavail,driver,0,82:91:2
25-39,55.377999999560394,alive,airbag,belted,1,m,41,2000,1997.0,deploy,driver,1,2:4:1
10-24,55.67699999967589,alive,airbag,belted,1,f,44,1998,1996.0,deploy,pass,1,45:188:2
10-24,2108.89099997282,alive,airbag,belted,1,f,29,2002,1997.0,deploy,pass,1,8:77:2
10-24,3112.50099998713,alive,airbag,none,0,m,20,1999,1993.0,nodeploy,pass,0,75:127:1
25-39,30.059999999823,alive,airbag,belted,1,m,26,2002,1993.0,deploy,driver,1,43:190:2
25-39,34.0809999997728,alive,airbag,belted,0,f,35,2000,1995.0,deploy,driver,1,41:159:2
25-39,51.1639999998733,alive,none,none,1,f,27,2000,1991.0,unavail,driver,0,11:181:1
10-24,10.7609999999404,alive,none,belted,0,m,18,2001,1990.0,unavail,driver,0,49:55:1
10-24,157.569999998435,alive,none,belted,0,m,35,1998,1985.0,unavail,driver,0,76:50:1
25-39,4.70499999995809,alive,airbag,none,1,m,35,2000,1999.0,deploy,driver,1,72:17:1
10-24,10.2159999998985,alive,airbag,none,1,m,37,1999,1995.0,deploy,driver,1,49:93:2
10-24,5937.33499997854,alive,none,belted,1,m,26,2000,1987.0,unavail,driver,0,81:8:1
10-24,301.511999998242,alive,airbag,belted,1,f,51,1999,1999.0,nodeploy,driver,0,13:81:2
25-39,13.0509999999776,dead,airbag,none,0,f,52,2000,1997.0,nodeploy,driver,0,4:7:1
25-39,154.959999999031,alive,airbag,none,0,m,58,2001,1997.0,nodeploy,driver,0,76:2:2
40-54,190.23999999836101,alive,airbag,belted,1,m,62,2002,2001.0,deploy,driver,1,48:176:2
1-9km/h,5235.792999982829,alive,airbag,belted,1,f,44,2000,1997.0,deploy,pass,1,9:113:1
10-24,18.825999999884502,alive,airbag,none,1,f,23,2002,1996.0,deploy,pass,1,41:118:1
25-39,10.4889999999432,alive,none,belted,0,m,30,2002,1992.0,unavail,driver,0,49:147:3
10-24,742.4399999976159,alive,airbag,belted,0,m,34,1998,1996.0,nodeploy,driver,0,6:6:2
25-39,48.311999999918,dead,none,belted,0,m,19,2002,1993.0,unavail,pass,0,45:37:1
25-39,18.3309999997728,alive,none,belted,1,m,22,1999,1986.0,unavail,driver,0,74:66:1
40-54,138.83199999853997,dead,none,belted,0,m,39,1997,1988.0,unavail,driver,0,8:103:2
40-54,10.6189999999478,alive,airbag,none,1,f,65,2002,1998.0,deploy,pass,1,49:74:2
10-24,18.5549999999348,alive,none,none,1,m,69,2001,1992.0,unavail,driver,0,74:163:1
10-24,692.906999997795,alive,none,none,1,f,20,1998,1983.0,unavail,driver,0,45:22:1
10-24,367.602999996394,alive,airbag,belted,1,f,42,1998,1995.0,deploy,driver,1,73:34:2
10-24,891.1129999980329,alive,airbag,belted,1,f,45,2002,2000.0,deploy,driver,1,8:226:1
25-39,27.481999999843502,alive,airbag,none,0,m,19,1998,1995.0,deploy,driver,1,12:10:1
10-24,192.59299999848,alive,none,belted,1,f,16,1999,1989.0,unavail,pass,0,4:95:1
10-24,240.913999998942,alive,airbag,belted,0,m,49,1999,1999.0,deploy,pass,1,43:181:2
25-39,337.555999998003,alive,airbag,belted,1,m,22,1998,1995.0,deploy,driver,1,43:125:1
40-54,80.2299999995157,dead,none,belted,0,f,88,2001,1989.0,unavail,driver,0,45:115:2
55+,18.3309999997728,alive,none,none,1,m,52,1999,1986.0,unavail,driver,0,74:40:1
25-39,736.563999995589,alive,none,belted,1,m,18,1999,1994.0,unavail,driver,0,45:222:1
10-24,38.5949999997392,alive,airbag,belted,0,m,32,1997,1996.0,deploy,driver,1,43:171:2
40-54,381.151999998838,alive,airbag,belted,1,m,79,1997,1995.0,deploy,driver,1,12:221:1
10-24,316.70699999854,alive,none,belted,1,m,43,1998,1994.0,unavail,driver,0,3:21:2
10-24,86.9099999992177,alive,none,belted,0,f,19,2002,1987.0,unavail,driver,0,50:46:1
10-24,10.9169999998994,alive,airbag,none,0,f,41,1999,1998.0,nodeploy,driver,0,49:183:2
25-39,69.7209999999031,alive,airbag,belted,1,f,48,1998,1998.0,deploy,driver,1,75:17:1
10-24,198.590999998152,alive,airbag,belted,0,m,27,2000,2000.0,nodeploy,driver,0,48:40:2
10-24,923.045999996364,alive,airbag,belted,1,m,17,2002,1995.0,deploy,pass,1,81:29:1
25-39,60.061999999918,alive,airbag,none,1,m,75,1999,1994.0,deploy,driver,1,8:118:1
10-24,11.3589999999385,alive,airbag,belted,1,f,70,2000,1994.0,nodeploy,driver,0,4:73:2
10-24,345.086999997497,alive,airbag,none,0,m,21,2001,1997.0,nodeploy,driver,0,8:170:2
10-24,59.4239999996498,alive,none,belted,0,f,30,2000,1993.0,unavail,pass,0,43:176:2
10-24,119.99599999934401,alive,airbag,belted,1,m,46,1999,1993.0,nodeploy,driver,0,82:23:2
10-24,152.106999998912,alive,none,belted,0,f,42,1998,1991.0,unavail,driver,0,8:42:2
25-39,584.6569999977951,alive,none,belted,1,f,25,2000,1991.0,unavail,driver,0,13:22:1
55+,53.5809999997728,alive,none,belted,1,f,19,1999,1988.0,unavail,driver,0,45:63:1
10-24,415.339999999851,alive,none,none,0,m,42,2000,1992.0,unavail,driver,0,48:23:1
25-39,12.4139999999898,dead,none,none,0,m,55,2002,1991.0,unavail,driver,0,81:51:2
40-54,17.2409999999218,dead,none,belted,1,m,82,2001,1988.0,unavail,driver,0,6:91:1
10-24,569.641999997199,alive,airbag,none,1,m,21,2002,2000.0,deploy,driver,1,48:119:1
10-24,227.29099999927,alive,none,belted,0,m,50,1999,1984.0,unavail,driver,0,13:181:2
10-24,133.54099999927,alive,airbag,none,1,m,47,1999,1999.0,deploy,driver,1,8:194:2
25-39,62.6109999995679,alive,airbag,belted,0,m,31,2001,1994.0,nodeploy,driver,0,43:106:1
10-24,896.830999992788,alive,airbag,belted,0,f,26,1997,1993.0,nodeploy,driver,0,8:68:2
10-24,5.19399999995949,alive,airbag,none,0,m,36,1997,1994.0,nodeploy,driver,0,82:85:1
25-39,46.511999999638604,alive,airbag,none,0,m,16,1999,1997.0,nodeploy,driver,0,9:82:1
10-24,91.42699999921021,alive,none,belted,1,f,29,1999,1987.0,unavail,driver,0,13:114:2
10-24,1020.9799999967199,alive,airbag,belted,0,f,59,1998,1997.0,nodeploy,pass,0,75:38:2
25-39,86.7129999995232,alive,none,belted,1,f,17,2000,1991.0,unavail,driver,0,13:193:2
25-39,192.312999999151,alive,airbag,belted,1,m,36,2002,1997.0,deploy,driver,1,79:107:1
10-24,46.8389999996871,alive,none,belted,0,f,59,1997,1984.0,unavail,pass,0,11:113:2
40-54,159.014999998733,alive,airbag,belted,1,f,42,1999,1996.0,deploy,driver,1,11:79:2
10-24,28.496999999973898,alive,airbag,belted,1,m,31,2000,1997.0,deploy,driver,1,9:50:1
55+,29.0039999999572,alive,none,belted,1,m,24,2000,1987.0,unavail,driver,0,9:153:1
10-24,739.1839999929069,alive,airbag,belted,1,f,37,2002,2000.0,nodeploy,driver,0,48:83:2
25-39,44.30299999983979,alive,airbag,belted,1,m,68,2002,1996.0,deploy,driver,1,41:65:2
10-24,8968.85699999332,alive,airbag,belted,1,f,17,2000,1998.0,deploy,pass,1,75:7:1
55+,46.64099999982861,alive,none,none,1,m,27,1998,1986.0,unavail,pass,0,75:94:1
25-39,3.9049999999988403,alive,none,none,1,f,24,1997,1984.0,unavail,driver,0,82:77:1
10-24,91.42699999921021,alive,airbag,none,0,m,20,1999,1990.0,nodeploy,driver,0,13:110:1
25-39,86.22099999990309,alive,none,belted,0,f,28,2000,1985.0,unavail,driver,0,13:24:1
10-24,557.190999999642,alive,airbag,belted,0,m,30,2000,2000.0,nodeploy,driver,0,48:89:1
10-24,395.637999996543,alive,airbag,belted,1,m,36,1997,1992.0,deploy,driver,1,13:41:2
40-54,628.4879999980329,alive,airbag,belted,0,f,69,2002,1995.0,deploy,driver,1,81:125:2
25-39,183.841999998316,alive,none,belted,0,m,53,1999,1980.0,unavail,driver,0,79:182:2
10-24,35.7139999996871,alive,airbag,belted,1,f,39,1998,1997.0,deploy,driver,1,8:4:2
40-54,1.0,alive,airbag,belted,1,f,40,2002,2000.0,deploy,pass,1,42:8:2
10-24,95.9699999997392,alive,airbag,belted,0,f,38,2001,1995.0,nodeploy,driver,0,13:113:2
10-24,150.933999998495,alive,airbag,belted,1,f,20,2002,1996.0,deploy,driver,1,43:24:1
10-24,68.8879999993369,alive,airbag,belted,1,m,54,2001,1999.0,nodeploy,driver,0,75:114:2
40-54,35.945999999996296,alive,none,belted,1,f,36,1999,1989.0,unavail,driver,0,9:161:1
25-39,79.7589999996126,alive,none,none,0,m,19,2002,1986.0,unavail,pass,0,13:121:1
25-39,4.490999999979981,alive,none,belted,1,m,45,1999,1992.0,unavail,driver,0,82:115:2
40-54,64.2059999993071,alive,airbag,belted,1,f,30,2001,1996.0,deploy,driver,1,78:134:2
25-39,37.906999999657295,alive,airbag,none,1,m,31,2002,1999.0,deploy,driver,1,9:204:1
25-39,205.115999998525,alive,none,belted,1,f,43,2000,1989.0,unavail,driver,0,11:86:1
10-24,47.962999999988796,alive,airbag,belted,1,m,22,2000,1994.0,deploy,pass,1,74:158:2
55+,58.0379999997094,alive,none,none,1,m,50,2002,1979.0,unavail,driver,0,45:111:1
25-39,371.416999999434,alive,airbag,belted,1,f,24,2000,1991.0,deploy,driver,1,43:91:2
25-39,114.687999999151,alive,none,none,1,m,18,1997,1987.0,unavail,pass,0,45:171:1
25-39,74.72299999929959,alive,none,belted,1,f,24,2001,1988.0,unavail,driver,0,9:46:1
25-39,193.198999999091,alive,airbag,belted,0,f,77,1999,1996.0,deploy,driver,1,12:168:1
10-24,145.637999998406,alive,airbag,none,1,f,56,2000,1997.0,nodeploy,driver,0,2:108:1
40-54,726.513999998569,alive,none,none,1,m,41,2001,1988.0,unavail,driver,0,11:214:1
40-54,10.8309999998892,alive,airbag,none,0,m,35,2000,1997.0,nodeploy,driver,0,74:26:2
10-24,81.9959999993443,alive,none,belted,0,m,17,1997,1990.0,unavail,pass,0,13:108:1
10-24,719.6339999958869,alive,none,belted,0,m,49,1999,1987.0,unavail,driver,0,43:74:3
25-39,107.889999999665,alive,none,belted,1,f,21,1999,1992.0,unavail,driver,0,12:207:1
40-54,268.436999998987,alive,none,belted,1,f,41,1999,1989.0,unavail,driver,0,72:166:2
25-39,760.900999993086,alive,none,belted,1,m,25,2002,1986.0,unavail,driver,0,11:244:1
25-39,38.843999999575296,dead,airbag,belted,0,f,18,2002,1996.0,deploy,pass,1,43:41:2
10-24,507.470999997109,alive,airbag,none,0,f,46,2000,1992.0,nodeploy,driver,0,43:184:2
10-24,2464.3489999771105,alive,airbag,none,1,m,28,1997,1993.0,deploy,driver,1,41:95:1
10-24,20.530999999959,alive,airbag,belted,1,m,21,1999,1989.0,deploy,driver,1,81:60:2
55+,13.2729999999283,alive,none,none,0,f,25,1997,1989.0,unavail,driver,0,81:40:2
10-24,256.168999999762,alive,none,belted,0,f,85,2002,1986.0,unavail,driver,0,48:220:1
10-24,277.943999998271,alive,none,belted,0,f,22,2001,1987.0,unavail,driver,0,43:92:2
10-24,2138.95699998736,alive,airbag,belted,1,m,19,1999,1998.0,deploy,driver,1,49:65:1
10-24,55.3969999998808,alive,none,belted,0,m,65,1999,1977.0,unavail,driver,0,79:95:1
25-39,1667.9409999996399,alive,none,belted,0,f,68,2000,1989.0,unavail,pass,0,45:75:2
10-24,406.06799999997,alive,none,belted,0,f,62,1998,1992.0,unavail,driver,0,72:135:1
10-24,50.61699999962,alive,none,belted,1,f,48,1997,1992.0,unavail,driver,0,75:69:2
10-24,5.530999999959019,alive,airbag,none,0,m,25,1997,1994.0,deploy,driver,1,82:74:2
25-39,46.70899999979879,alive,airbag,belted,1,m,49,1998,1990.0,deploy,driver,1,11:132:2
10-24,22.625,alive,none,belted,1,m,49,1998,1988.0,unavail,driver,0,8:71:2
40-54,16.4709999999031,alive,none,belted,1,m,30,2001,1993.0,unavail,driver,0,73:189:2
25-39,38.5949999997392,alive,none,belted,1,m,52,1997,1994.0,unavail,driver,0,43:115:1
25-39,105.375999999233,dead,none,belted,0,f,78,2000,1991.0,unavail,driver,0,45:179:2
10-24,2081.9159999787803,alive,airbag,belted,0,m,24,2000,1994.0,nodeploy,driver,0,81:153:2
10-24,329.229999996722,alive,airbag,none,1,m,29,2001,1999.0,nodeploy,driver,0,11:54:1
40-54,153.546999998391,alive,airbag,belted,0,m,39,1999,1990.0,nodeploy,driver,0,11:161:1
25-39,15209.860999941799,alive,none,belted,1,f,23,1998,1990.0,unavail,driver,0,45:4:1
10-24,72.17599999997759,alive,none,belted,0,f,75,2001,1991.0,unavail,driver,0,13:37:1
25-39,3366.78599998355,alive,none,belted,1,f,55,1997,1984.0,unavail,driver,0,45:175:2
25-39,8.24399999994785,alive,airbag,belted,1,m,65,2002,1999.0,nodeploy,driver,0,74:72:2
10-24,15.631999999983199,alive,airbag,none,0,f,22,2001,1999.0,deploy,driver,1,6:20:1
10-24,18.3309999997728,alive,none,none,0,f,26,1999,1991.0,unavail,driver,0,74:16:1
40-54,3.36599999997998,alive,airbag,belted,0,m,30,2002,1999.0,nodeploy,driver,0,42:130:1
25-39,31.600999999791398,alive,none,belted,0,f,33,1997,1990.0,unavail,driver,0,73:38:1
25-39,712.0649999976159,alive,none,none,1,f,18,1999,1985.0,unavail,pass,0,2:8:1
25-39,263.266999997199,alive,airbag,belted,0,f,45,2001,1997.0,nodeploy,driver,0,5:121:1
25-39,1721.34299999475,alive,none,belted,1,f,26,1998,1994.0,unavail,driver,0,73:117:2
10-24,84.734999999404,alive,airbag,belted,1,f,20,2002,2001.0,nodeploy,pass,0,11:52:1
10-24,220.527999999002,alive,none,belted,0,m,78,2002,1986.0,unavail,driver,0,48:57:1
10-24,132.777999999002,alive,none,belted,1,f,38,2001,1987.0,unavail,driver,0,78:128:1
10-24,293.407999999821,alive,airbag,belted,0,f,21,2002,2001.0,nodeploy,driver,0,13:130:2
10-24,908.197999998927,alive,airbag,belted,0,m,19,1998,1994.0,nodeploy,driver,0,43:186:2
10-24,100.04999999981399,alive,airbag,belted,0,f,53,2002,1999.0,nodeploy,driver,0,11:156:1
10-24,43.375999999698294,alive,airbag,none,0,f,43,1999,1995.0,nodeploy,driver,0,8:23:4
10-24,23.6269999998622,alive,none,belted,1,f,58,2000,1987.0,unavail,driver,0,4:46:1
55+,265.789999999106,dead,airbag,belted,0,m,25,2002,1998.0,nodeploy,driver,0,76:109:1
10-24,194.17599999904598,alive,none,belted,1,f,73,1999,1993.0,unavail,pass,0,48:37:2
10-24,259.998999997973,alive,none,none,0,f,23,1998,1979.0,unavail,pass,0,13:70:1
10-24,288.575999997556,alive,airbag,belted,0,m,18,1998,1997.0,deploy,driver,1,48:91:1
10-24,41.1779999998398,alive,airbag,belted,1,m,39,2000,1998.0,deploy,driver,1,9:61:1
10-24,1926.6439999938,alive,airbag,none,1,m,19,1998,1993.0,deploy,driver,1,43:31:2
25-39,1706.4499999880802,alive,airbag,belted,1,m,18,1998,1994.0,deploy,driver,1,43:196:1
10-24,349.532999999821,alive,none,none,0,m,56,2000,1978.0,unavail,driver,0,8:84:2
10-24,336.74299999698997,alive,airbag,belted,0,f,44,2002,1997.0,nodeploy,driver,0,2:115:3
25-39,196.02599999867402,alive,none,belted,1,m,55,2001,1989.0,unavail,driver,0,6:76:1
10-24,86.98599999956791,alive,none,none,1,m,26,1998,1986.0,unavail,driver,0,13:195:1
25-39,60.362999999895706,alive,none,none,0,f,30,1998,1989.0,unavail,driver,0,5:87:2
10-24,422.50799999758596,alive,airbag,none,1,m,24,2002,1999.0,deploy,driver,1,11:213:1
25-39,650.414999999106,alive,airbag,belted,1,f,31,2000,1994.0,nodeploy,driver,0,43:111:2
10-24,12.9019999998854,alive,airbag,belted,1,f,50,2000,1998.0,deploy,driver,1,4:43:1
55+,450.529999997467,alive,none,belted,0,m,22,2000,1994.0,unavail,driver,0,48:45:2
40-54,461.81699999794404,alive,none,belted,0,f,18,2000,1980.0,unavail,driver,0,43:201:1
25-39,70.3079999992624,dead,none,belted,1,m,88,1998,1990.0,unavail,driver,0,45:114:1
25-39,40.8629999998957,dead,none,belted,0,f,54,2001,1986.0,unavail,driver,0,43:109:1
10-24,25.035999999847302,alive,airbag,belted,0,f,63,1999,1995.0,nodeploy,driver,0,73:123:1
1-9km/h,47.502999999560394,alive,airbag,belted,0,f,29,1998,1997.0,deploy,driver,1,43:253:2
55+,1.0,alive,airbag,belted,1,f,27,2002,2001.0,deploy,driver,1,47:7:1
10-24,301.72799999639403,alive,none,belted,1,m,47,2002,1994.0,unavail,driver,0,8:225:1
25-39,139.35999999940398,alive,airbag,none,1,m,53,2001,1992.0,deploy,driver,1,48:90:1
10-24,9.78499999991618,alive,none,belted,0,m,19,2000,1987.0,unavail,driver,0,49:267:1
10-24,65.58399999979879,alive,none,none,0,m,16,2001,1992.0,unavail,driver,0,2:16:2
10-24,10.2049999999581,alive,none,belted,1,m,28,2000,1994.0,unavail,pass,0,74:139:1
10-24,542.468999996781,alive,none,belted,1,m,50,2002,1989.0,unavail,driver,0,9:198:2
10-24,300.427999999374,alive,airbag,belted,1,f,40,2001,1996.0,deploy,driver,1,13:168:2
10-24,94.02199999988079,alive,airbag,belted,1,m,49,2002,2001.0,deploy,pass,1,50:54:1
25-39,134.383999999613,alive,none,none,1,m,73,1999,1989.0,unavail,driver,0,3:15:2
40-54,59.170999999623696,dead,airbag,belted,0,f,35,2002,1992.0,nodeploy,driver,0,45:198:1
40-54,313.31799999997,alive,none,none,1,m,17,1998,1981.0,unavail,pass,0,48:45:1
10-24,633.1599999964241,alive,none,belted,0,f,22,1998,1989.0,unavail,driver,0,12:62:2
25-39,128.574999999255,alive,none,belted,0,f,35,2002,1989.0,unavail,driver,0,9:11:2
10-24,125.748999999836,alive,none,belted,1,m,43,2001,1992.0,unavail,driver,0,75:24:2
25-39,41.84799999976529,alive,airbag,none,0,f,45,2002,2002.0,deploy,driver,1,45:215:2
10-24,60.4409999996424,alive,none,none,0,f,16,1998,1989.0,unavail,pass,0,12:205:2
10-24,66.8839999996126,alive,airbag,belted,1,m,35,1998,1997.0,deploy,pass,1,2:69:1
40-54,0.0,alive,airbag,belted,0,m,54,1999,1997.0,deploy,driver,1,4:803:1
40-54,16.1909999998752,alive,airbag,none,0,m,21,2001,2000.0,deploy,driver,1,9:161:1
25-39,40.0699999998324,alive,airbag,belted,0,f,17,1998,1995.0,deploy,pass,1,75:159:2
10-24,53.97499999962751,alive,airbag,belted,1,m,39,1997,1996.0,deploy,driver,1,75:35:3
10-24,31.154999999795102,alive,airbag,belted,1,m,38,1998,1991.0,deploy,driver,1,12:83:2
25-39,195.929999999702,alive,airbag,belted,1,m,41,1999,1998.0,nodeploy,driver,0,48:209:1
10-24,12895.0289999247,alive,none,belted,1,m,20,1997,1985.0,unavail,driver,0,49:33:2
55+,51.136999999638604,alive,airbag,none,0,m,25,1997,1989.0,deploy,driver,1,43:194:1
25-39,168.837999999523,alive,none,belted,0,f,34,1998,1986.0,unavail,driver,0,13:84:1
10-24,530.1329999938611,alive,airbag,none,1,m,24,2002,2001.0,nodeploy,driver,0,45:100:1
10-24,20.667999999830503,alive,airbag,belted,1,f,39,1997,1994.0,nodeploy,driver,0,4:121:2
10-24,15.917999999946899,alive,none,belted,1,f,77,1997,1991.0,unavail,driver,0,74:75:1
40-54,21.414999999804397,alive,airbag,none,1,m,24,2002,2002.0,deploy,driver,1,12:64:1
1-9km/h,807.6109999939799,alive,none,belted,0,f,41,1998,1982.0,unavail,pass,0,12:75:1
25-39,48.51499999966471,alive,airbag,none,0,f,26,1998,1997.0,deploy,driver,1,75:143:2
25-39,222.770999999717,alive,none,belted,0,m,84,1998,1978.0,unavail,driver,0,76:9:1
25-39,128.574999999255,alive,airbag,belted,1,m,59,2002,2002.0,deploy,driver,1,9:11:1
25-39,109.99499999918001,alive,airbag,none,1,m,64,2001,1999.0,deploy,pass,1,76:46:1
10-24,55.979999999981395,alive,airbag,belted,1,f,62,2000,1999.0,nodeploy,driver,0,78:4:1
10-24,79.7589999996126,alive,none,belted,1,m,52,2002,1988.0,unavail,driver,0,13:121:2
25-39,130.887999998406,alive,airbag,none,1,f,23,1998,1994.0,nodeploy,driver,0,3:80:1
10-24,768.709999993443,alive,airbag,belted,1,m,25,2000,1995.0,deploy,pass,1,12:54:1
10-24,81.8999999994412,alive,airbag,belted,1,f,71,2001,2000.0,deploy,driver,1,49:134:1
25-39,12.3829999999143,alive,none,none,1,f,42,1997,1991.0,unavail,pass,0,4:158:1
10-24,39.061999999918,alive,airbag,belted,0,m,50,1999,1998.0,nodeploy,driver,0,12:10:1
10-24,179.737999999896,alive,airbag,belted,0,m,39,1997,1997.0,nodeploy,driver,0,12:175:1
55+,21.1399999998976,alive,none,none,1,f,43,2002,1991.0,unavail,pass,0,73:125:1
40-54,57.08399999979879,alive,airbag,none,1,f,30,1998,1995.0,deploy,driver,1,82:56:1
10-24,0.0,alive,airbag,none,1,f,19,1998,1998.0,deploy,pass,1,74:801:2
10-24,23.834999999962697,alive,none,belted,0,m,31,2001,1997.0,unavail,driver,0,81:126:2
10-24,491.770999997854,alive,airbag,belted,1,m,30,1998,1997.0,nodeploy,driver,0,75:215:1
10-24,15.047999999951598,alive,airbag,belted,1,f,78,2000,1999.0,deploy,driver,1,73:96:1
25-39,29.8769999998622,alive,airbag,belted,1,m,69,1999,1998.0,deploy,driver,1,2:55:2
40-54,1510.20599998534,alive,none,belted,1,m,41,2000,1987.0,unavail,driver,0,12:213:1
10-24,1715.03199999034,alive,none,belted,1,m,78,1998,1982.0,unavail,driver,0,81:16:3
25-39,339.961999997497,alive,airbag,belted,1,m,42,2001,1995.0,deploy,driver,1,43:239:2
40-54,11.0829999999842,alive,none,belted,1,m,49,2000,1991.0,unavail,driver,0,81:142:1
10-24,41.8549999999814,alive,airbag,belted,1,m,18,2000,1994.0,deploy,pass,1,2:31:1
